UId,StartDate,EndDate,Show1,Wallet Commission,Tickets Commission,Machine Withdrawl Commission,Machine Deposits Commission,Machine Deposits,Service Value,Total Revenue,Show2,Opening balance,Purchase value,Closing balance,Purchases Cost,Machine Withdrawl,Purchases Cost Percent,Total Profit,Total Commissions,Other Expenses,Salaries,Show3,Net profit,Show4,Withdrawn Revenue,Show5,Ticket Count,Paper Count,ShowNote
jfklclj35,8/1/2026,8/1/2026,,814,30,599,275,39271,3647,3647,,0,10150,0,10150,19510,278.30%,-6503,1718,50,641,13467,-5476,17351,22510,0,2,3090,
