CR_ID,CR_Date,CR_Filter Type,CR_Casher Type,Wallet Name,CR_Employee_ID,CR_StartTime,CR_EndTime,Dorg Receipt,Invoices,Adjusted invoices,Wallets,Services,Tickets,Finance,Cashier transfer,Total,Notes,Dorg Delivery,Action
dwdw,7/31/2026,بالموظف والكاشير,كاشير 2,درج كاشير 2,04b9d4de,7/31/2026 18:13:37,,468,15830,14239,6485,743,0,0,-7350,346,❌ عجز بمقدار 346,0,🔄 تحديث
